Fecha,Area_Sanitaria,Hospital,Tipo_Hospital,Camas_Ocupadas_HOS,Camas_Ocupadas_UC
2020-11-27 18:00:00,"A.S. VIGO","FREMAP, HOSPITAL DE VIGO","PRIVADO","0","0"
2020-11-27 18:00:00,"A.S. VIGO","HOSPITAL HM VIGO","PRIVADO","0","0"
2020-11-27 18:00:00,"A.S. VIGO","HOSPITAL POVISA","PRIVADO","12","1"
2020-11-27 18:00:00,"A.S. VIGO","VITHAS HOSPITAL NOSA SEÑORA DE FATIMA","PRIVADO","5","2"
2020-11-27 18:00:00,"GALICIA","-","-","384","85"
2020-11-28 18:00:00,"A.S. A CORUÑA E CEE","CENTRO ONCOLOXICO DE GALICIA","PRIVADO","0","0"
2020-11-28 18:00:00,"A.S. A CORUÑA E CEE","C.H.U. A CORUÑA","PÚBLICO","95","30"
2020-11-28 18:00:00,"A.S. A CORUÑA E CEE","HM MODELO-BELEN","PRIVADO","4","1"
2020-11-28 18:00:00,"A.S. A CORUÑA E CEE","HOSPITAL QUIRONSALUD A CORUÑA","PRIVADO","0","1"
2020-11-28 18:00:00,"A.S. A CORUÑA E CEE","HOSPITAL SAN RAFAEL","PRIVADO","0","0"
2020-11-28 18:00:00,"A.S. A CORUÑA E CEE","H.PUBLICO VIRXE DA XUNQUEIRA","PÚBLICO","5","0"
2020-11-28 18:00:00,"A.S. FERROL","C.H.U. DE FERROL","PÚBLICO","44","8"
2020-11-28 18:00:00,"A.S. FERROL","HOSPITAL JUAN CARDONA","PRIVADO","0","0"
2020-11-28 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","C.H.U. DE LUGO","PÚBLICO","25","4"
2020-11-28 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","HOSPITAL POLUSA","PRIVADO","0","0"
2020-11-28 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","H.PUBLICO DA MARIÑA","PÚBLICO","7","0"
2020-11-28 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","H.PUBLICO DE MONFORTE","PÚBLICO","3","0"
2020-11-28 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","SANATORIO NOSA SEÑORA DOS OLLOS GRANDES","PRIVADO","0","0"
2020-11-28 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","CENTRO MÉDICO DEL CARMEN, S.A","PRIVADO","0","0"
2020-11-28 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","C.H.U. DE OURENSE","PÚBLICO","45","7"
2020-11-28 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","CLINICA SANTA TERESA","PRIVADO","0","1"
2020-11-28 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","H.PUBLICO DE VALDEORRAS","PÚBLICO","5","0"
2020-11-28 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","H.PUBLICO DE VERIN","PÚBLICO","4","0"
2020-11-28 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","C.H.U. DE PONTEVEDRA","PÚBLICO","41","6"
2020-11-28 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","HOSPITAL QUIRONSALUD MIGUEL DOMINGUEZ","PRIVADO","5","0"
2020-11-28 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","H.PUBLICO DO SALNES","PÚBLICO","5","0"
2020-11-28 18:00:00,"A.S. SANTIAGO E BARBANZA","C.H.U. DE SANTIAGO","PÚBLICO","29","6"
2020-11-28 18:00:00,"A.S. SANTIAGO E BARBANZA","HOSPITAL HM ROSALEDA - HM LA ESPERANZA","PRIVADO","0","0"
2020-11-28 18:00:00,"A.S. SANTIAGO E BARBANZA","H.PUBLICO DA BARBANZA","PÚBLICO","0","0"
2020-11-28 18:00:00,"A.S. VIGO","CENTRO MEDICO PINTADO","PRIVADO","0","0"
2020-11-28 18:00:00,"A.S. VIGO","C.H.U. DE VIGO","PÚBLICO","51","14"
2020-11-28 18:00:00,"A.S. VIGO","CONCHEIRO CENTRO MEDICO QUIRURGICO","PRIVADO","0","0"
2020-11-28 18:00:00,"A.S. VIGO","CONCHEIRO CENTRO MEDICO QUIRURGICO - AVDA. MADRID","PRIVADO","0","0"
2020-11-28 18:00:00,"A.S. VIGO","CONCHEIRO CENTRO MEDICO QUIRURGICO - RUA MANUEL OLIVIE","PRIVADO","0","0"
2020-11-28 18:00:00,"A.S. VIGO","FREMAP, HOSPITAL DE VIGO","PRIVADO","0","0"
2020-11-28 18:00:00,"A.S. VIGO","HOSPITAL HM VIGO","PRIVADO","0","0"
2020-11-28 18:00:00,"A.S. VIGO","HOSPITAL POVISA","PRIVADO","17","1"
2020-11-28 18:00:00,"A.S. VIGO","VITHAS HOSPITAL NOSA SEÑORA DE FATIMA","PRIVADO","3","2"
2020-11-28 18:00:00,"GALICIA","-","-","388","81"
2020-11-29 18:00:00,"A.S. A CORUÑA E CEE","CENTRO ONCOLOXICO DE GALICIA","PRIVADO","0","0"
2020-11-29 18:00:00,"A.S. A CORUÑA E CEE","C.H.U. A CORUÑA","PÚBLICO","101","26"
2020-11-29 18:00:00,"A.S. A CORUÑA E CEE","HM MODELO-BELEN","PRIVADO","4","1"
2020-11-29 18:00:00,"A.S. A CORUÑA E CEE","HOSPITAL QUIRONSALUD A CORUÑA","PRIVADO","0","1"
2020-11-29 18:00:00,"A.S. A CORUÑA E CEE","HOSPITAL SAN RAFAEL","PRIVADO","0","0"
2020-11-29 18:00:00,"A.S. A CORUÑA E CEE","H.PUBLICO VIRXE DA XUNQUEIRA","PÚBLICO","5","0"
2020-11-29 18:00:00,"A.S. FERROL","C.H.U. DE FERROL","PÚBLICO","47","7"
2020-11-29 18:00:00,"A.S. FERROL","HOSPITAL JUAN CARDONA","PRIVADO","0","0"
2020-11-29 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","C.H.U. DE LUGO","PÚBLICO","30","4"
2020-11-29 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","HOSPITAL POLUSA","PRIVADO","0","0"
2020-11-29 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","H.PUBLICO DA MARIÑA","PÚBLICO","7","0"
2020-11-29 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","H.PUBLICO DE MONFORTE","PÚBLICO","3","0"
2020-11-29 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","SANATORIO NOSA SEÑORA DOS OLLOS GRANDES","PRIVADO","0","0"
2020-11-29 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","CENTRO MÉDICO DEL CARMEN, S.A","PRIVADO","0","0"
2020-11-29 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","C.H.U. DE OURENSE","PÚBLICO","44","7"
2020-11-29 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","CLINICA SANTA TERESA","PRIVADO","0","0"
2020-11-29 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","H.PUBLICO DE VALDEORRAS","PÚBLICO","5","0"
2020-11-29 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","H.PUBLICO DE VERIN","PÚBLICO","3","0"
2020-11-29 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","C.H.U. DE PONTEVEDRA","PÚBLICO","44","8"
2020-11-29 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","HOSPITAL QUIRONSALUD MIGUEL DOMINGUEZ","PRIVADO","5","0"
2020-11-29 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","H.PUBLICO DO SALNES","PÚBLICO","5","0"
2020-11-29 18:00:00,"A.S. SANTIAGO E BARBANZA","C.H.U. DE SANTIAGO","PÚBLICO","31","6"
2020-11-29 18:00:00,"A.S. SANTIAGO E BARBANZA","HOSPITAL HM ROSALEDA - HM LA ESPERANZA","PRIVADO","0","0"
2020-11-29 18:00:00,"A.S. SANTIAGO E BARBANZA","H.PUBLICO DA BARBANZA","PÚBLICO","0","0"
2020-11-29 18:00:00,"A.S. VIGO","CENTRO MEDICO PINTADO","PRIVADO","0","0"
2020-11-29 18:00:00,"A.S. VIGO","C.H.U. DE VIGO","PÚBLICO","53","15"
2020-11-29 18:00:00,"A.S. VIGO","CONCHEIRO CENTRO MEDICO QUIRURGICO","PRIVADO","0","0"
2020-11-29 18:00:00,"A.S. VIGO","CONCHEIRO CENTRO MEDICO QUIRURGICO - AVDA. MADRID","PRIVADO","0","0"
2020-11-29 18:00:00,"A.S. VIGO","CONCHEIRO CENTRO MEDICO QUIRURGICO - RUA MANUEL OLIVIE","PRIVADO","0","0"
2020-11-29 18:00:00,"A.S. VIGO","FREMAP, HOSPITAL DE VIGO","PRIVADO","0","0"
2020-11-29 18:00:00,"A.S. VIGO","HOSPITAL HM VIGO","PRIVADO","0","0"
2020-11-29 18:00:00,"A.S. VIGO","HOSPITAL POVISA","PRIVADO","16","1"
2020-11-29 18:00:00,"A.S. VIGO","VITHAS HOSPITAL NOSA SEÑORA DE FATIMA","PRIVADO","3","2"
2020-11-29 18:00:00,"GALICIA","-","-","406","78"
2020-11-30 18:00:00,"A.S. A CORUÑA E CEE","CENTRO ONCOLOXICO DE GALICIA","PRIVADO","0","0"
2020-11-30 18:00:00,"A.S. A CORUÑA E CEE","C.H.U. A CORUÑA","PÚBLICO","102","21"
2020-11-30 18:00:00,"A.S. A CORUÑA E CEE","HM MODELO-BELEN","PRIVADO","0","0"
2020-11-30 18:00:00,"A.S. A CORUÑA E CEE","HOSPITAL QUIRONSALUD A CORUÑA","PRIVADO","1","1"
2020-11-30 18:00:00,"A.S. A CORUÑA E CEE","HOSPITAL SAN RAFAEL","PRIVADO","0","0"
2020-11-30 18:00:00,"A.S. A CORUÑA E CEE","H.PUBLICO VIRXE DA XUNQUEIRA","PÚBLICO","4","0"
2020-11-30 18:00:00,"A.S. FERROL","C.H.U. DE FERROL","PÚBLICO","41","8"
2020-11-30 18:00:00,"A.S. FERROL","HOSPITAL JUAN CARDONA","PRIVADO","0","0"
2020-11-30 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","C.H.U. DE LUGO","PÚBLICO","28","3"
2020-11-30 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","HOSPITAL POLUSA","PRIVADO","0","0"
2020-11-30 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","H.PUBLICO DA MARIÑA","PÚBLICO","6","0"
2020-11-30 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","H.PUBLICO DE MONFORTE","PÚBLICO","4","0"
2020-11-30 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","SANATORIO NOSA SEÑORA DOS OLLOS GRANDES","PRIVADO","0","0"
2020-11-30 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","CENTRO MÉDICO DEL CARMEN, S.A","PRIVADO","0","0"
2020-11-30 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","C.H.U. DE OURENSE","PÚBLICO","43","6"
2020-11-30 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","CLINICA SANTA TERESA","PRIVADO","0","0"
2020-11-30 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","H.PUBLICO DE VALDEORRAS","PÚBLICO","6","0"
2020-11-30 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","H.PUBLICO DE VERIN","PÚBLICO","2","0"
2020-11-30 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","C.H.U. DE PONTEVEDRA","PÚBLICO","46","6"
2020-11-30 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","HOSPITAL QUIRONSALUD MIGUEL DOMINGUEZ","PRIVADO","5","0"
2020-11-30 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","H.PUBLICO DO SALNES","PÚBLICO","5","0"
2020-11-30 18:00:00,"A.S. SANTIAGO E BARBANZA","C.H.U. DE SANTIAGO","PÚBLICO","32","7"
2020-11-30 18:00:00,"A.S. SANTIAGO E BARBANZA","HOSPITAL HM ROSALEDA - HM LA ESPERANZA","PRIVADO","0","0"
2020-11-30 18:00:00,"A.S. SANTIAGO E BARBANZA","H.PUBLICO DA BARBANZA","PÚBLICO","0","0"
2020-11-30 18:00:00,"A.S. VIGO","CENTRO MEDICO PINTADO","PRIVADO","0","0"
2020-11-30 18:00:00,"A.S. VIGO","C.H.U. DE VIGO","PÚBLICO","49","14"
2020-11-30 18:00:00,"A.S. VIGO","CONCHEIRO CENTRO MEDICO QUIRURGICO","PRIVADO","0","0"
2020-11-30 18:00:00,"A.S. VIGO","CONCHEIRO CENTRO MEDICO QUIRURGICO - AVDA. MADRID","PRIVADO","0","0"
2020-11-30 18:00:00,"A.S. VIGO","CONCHEIRO CENTRO MEDICO QUIRURGICO - RUA MANUEL OLIVIE","PRIVADO","0","0"
2020-11-30 18:00:00,"A.S. VIGO","FREMAP, HOSPITAL DE VIGO","PRIVADO","0","0"
2020-11-30 18:00:00,"A.S. VIGO","HOSPITAL HM VIGO","PRIVADO","0","0"
2020-11-30 18:00:00,"A.S. VIGO","HOSPITAL POVISA","PRIVADO","15","1"
2020-11-30 18:00:00,"A.S. VIGO","VITHAS HOSPITAL NOSA SEÑORA DE FATIMA","PRIVADO","3","2"
2020-11-30 18:00:00,"GALICIA","-","-","392","69"
2020-12-01 18:00:00,"A.S. A CORUÑA E CEE","CENTRO ONCOLOXICO DE GALICIA","PRIVADO","0","0"
2020-12-01 18:00:00,"A.S. A CORUÑA E CEE","C.H.U. A CORUÑA","PÚBLICO","100","21"
2020-12-01 18:00:00,"A.S. A CORUÑA E CEE","HM MODELO-BELEN","PRIVADO","2","0"
2020-12-01 18:00:00,"A.S. A CORUÑA E CEE","HOSPITAL QUIRONSALUD A CORUÑA","PRIVADO","0","1"
2020-12-01 18:00:00,"A.S. A CORUÑA E CEE","HOSPITAL SAN RAFAEL","PRIVADO","0","0"
2020-12-01 18:00:00,"A.S. A CORUÑA E CEE","H.PUBLICO VIRXE DA XUNQUEIRA","PÚBLICO","4","0"
2020-12-01 18:00:00,"A.S. FERROL","C.H.U. DE FERROL","PÚBLICO","39","7"
2020-12-01 18:00:00,"A.S. FERROL","HOSPITAL JUAN CARDONA","PRIVADO","0","0"
2020-12-01 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","C.H.U. DE LUGO","PÚBLICO","22","2"
2020-12-01 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","HOSPITAL POLUSA","PRIVADO","0","0"
2020-12-01 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","H.PUBLICO DA MARIÑA","PÚBLICO","4","0"
2020-12-01 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","H.PUBLICO DE MONFORTE","PÚBLICO","4","0"
2020-12-01 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","SANATORIO NOSA SEÑORA DOS OLLOS GRANDES","PRIVADO","0","0"
2020-12-01 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","CENTRO MÉDICO DEL CARMEN, S.A","PRIVADO","0","0"
2020-12-01 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","C.H.U. DE OURENSE","PÚBLICO","32","6"
2020-12-01 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","CLINICA SANTA TERESA","PRIVADO","0","0"
2020-12-01 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","H.PUBLICO DE VALDEORRAS","PÚBLICO","7","0"
2020-12-01 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","H.PUBLICO DE VERIN","PÚBLICO","2","0"
2020-12-01 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","C.H.U. DE PONTEVEDRA","PÚBLICO","41","8"
2020-12-01 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","HOSPITAL QUIRONSALUD MIGUEL DOMINGUEZ","PRIVADO","5","0"
2020-12-01 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","H.PUBLICO DO SALNES","PÚBLICO","4","0"
2020-12-01 18:00:00,"A.S. SANTIAGO E BARBANZA","C.H.U. DE SANTIAGO","PÚBLICO","33","5"
2020-12-01 18:00:00,"A.S. SANTIAGO E BARBANZA","HOSPITAL HM ROSALEDA - HM LA ESPERANZA","PRIVADO","0","0"
2020-12-01 18:00:00,"A.S. SANTIAGO E BARBANZA","H.PUBLICO DA BARBANZA","PÚBLICO","0","0"
2020-12-01 18:00:00,"A.S. VIGO","CENTRO MEDICO PINTADO","PRIVADO","0","0"
2020-12-01 18:00:00,"A.S. VIGO","C.H.U. DE VIGO","PÚBLICO","45","15"
2020-12-01 18:00:00,"A.S. VIGO","CONCHEIRO CENTRO MEDICO QUIRURGICO","PRIVADO","0","0"
2020-12-01 18:00:00,"A.S. VIGO","CONCHEIRO CENTRO MEDICO QUIRURGICO - AVDA. MADRID","PRIVADO","0","0"
2020-12-01 18:00:00,"A.S. VIGO","CONCHEIRO CENTRO MEDICO QUIRURGICO - RUA MANUEL OLIVIE","PRIVADO","0","0"
2020-12-01 18:00:00,"A.S. VIGO","FREMAP, HOSPITAL DE VIGO","PRIVADO","0","0"
2020-12-01 18:00:00,"A.S. VIGO","HOSPITAL HM VIGO","PRIVADO","0","0"
2020-12-01 18:00:00,"A.S. VIGO","HOSPITAL POVISA","PRIVADO","17","0"
2020-12-01 18:00:00,"A.S. VIGO","VITHAS HOSPITAL NOSA SEÑORA DE FATIMA","PRIVADO","3","2"
2020-12-01 18:00:00,"GALICIA","-","-","364","67"
2020-12-02 18:00:00,"A.S. A CORUÑA E CEE","CENTRO ONCOLOXICO DE GALICIA","PRIVADO","0","0"
2020-12-02 18:00:00,"A.S. A CORUÑA E CEE","C.H.U. A CORUÑA","PÚBLICO","96","22"
2020-12-02 18:00:00,"A.S. A CORUÑA E CEE","HM MODELO-BELEN","PRIVADO","2","0"
2020-12-02 18:00:00,"A.S. A CORUÑA E CEE","HOSPITAL QUIRONSALUD A CORUÑA","PRIVADO","0","1"
2020-12-02 18:00:00,"A.S. A CORUÑA E CEE","HOSPITAL SAN RAFAEL","PRIVADO","0","0"
2020-12-02 18:00:00,"A.S. A CORUÑA E CEE","H.PUBLICO VIRXE DA XUNQUEIRA","PÚBLICO","5","0"
2020-12-02 18:00:00,"A.S. FERROL","C.H.U. DE FERROL","PÚBLICO","37","5"
2020-12-02 18:00:00,"A.S. FERROL","HOSPITAL JUAN CARDONA","PRIVADO","0","0"
2020-12-02 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","C.H.U. DE LUGO","PÚBLICO","21","2"
2020-12-02 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","HOSPITAL POLUSA","PRIVADO","1","0"
2020-12-02 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","H.PUBLICO DA MARIÑA","PÚBLICO","3","0"
2020-12-02 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","H.PUBLICO DE MONFORTE","PÚBLICO","3","0"
2020-12-02 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","SANATORIO NOSA SEÑORA DOS OLLOS GRANDES","PRIVADO","0","0"
2020-12-02 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","CENTRO MÉDICO DEL CARMEN, S.A","PRIVADO","0","0"
2020-12-02 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","C.H.U. DE OURENSE","PÚBLICO","30","6"
2020-12-02 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","CLINICA SANTA TERESA","PRIVADO","0","0"
2020-12-02 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","H.PUBLICO DE VALDEORRAS","PÚBLICO","8","0"
2020-12-02 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","H.PUBLICO DE VERIN","PÚBLICO","2","0"
2020-12-02 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","C.H.U. DE PONTEVEDRA","PÚBLICO","35","10"
2020-12-02 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","HOSPITAL QUIRONSALUD MIGUEL DOMINGUEZ","PRIVADO","5","0"
2020-12-02 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","H.PUBLICO DO SALNES","PÚBLICO","2","0"
2020-12-02 18:00:00,"A.S. SANTIAGO E BARBANZA","C.H.U. DE SANTIAGO","PÚBLICO","37","4"
2020-12-02 18:00:00,"A.S. SANTIAGO E BARBANZA","HOSPITAL HM ROSALEDA - HM LA ESPERANZA","PRIVADO","0","0"
2020-12-02 18:00:00,"A.S. SANTIAGO E BARBANZA","H.PUBLICO DA BARBANZA","PÚBLICO","0","0"
2020-12-02 18:00:00,"A.S. VIGO","CENTRO MEDICO PINTADO","PRIVADO","0","0"
2020-12-02 18:00:00,"A.S. VIGO","C.H.U. DE VIGO","PÚBLICO","42","13"
2020-12-02 18:00:00,"A.S. VIGO","CONCHEIRO CENTRO MEDICO QUIRURGICO","PRIVADO","0","0"
2020-12-02 18:00:00,"A.S. VIGO","CONCHEIRO CENTRO MEDICO QUIRURGICO - AVDA. MADRID","PRIVADO","0","0"
2020-12-02 18:00:00,"A.S. VIGO","CONCHEIRO CENTRO MEDICO QUIRURGICO - RUA MANUEL OLIVIE","PRIVADO","0","0"
2020-12-02 18:00:00,"A.S. VIGO","FREMAP, HOSPITAL DE VIGO","PRIVADO","0","0"
2020-12-02 18:00:00,"A.S. VIGO","HOSPITAL HM VIGO","PRIVADO","0","0"
2020-12-02 18:00:00,"A.S. VIGO","HOSPITAL POVISA","PRIVADO","19","0"
2020-12-02 18:00:00,"A.S. VIGO","VITHAS HOSPITAL NOSA SEÑORA DE FATIMA","PRIVADO","1","2"
2020-12-02 18:00:00,"GALICIA","-","-","349","65"
2020-12-03 18:00:00,"A.S. A CORUÑA E CEE","CENTRO ONCOLOXICO DE GALICIA","PRIVADO","0","0"
2020-12-03 18:00:00,"A.S. A CORUÑA E CEE","C.H.U. A CORUÑA","PÚBLICO","100","20"
2020-12-03 18:00:00,"A.S. A CORUÑA E CEE","HM MODELO-BELEN","PRIVADO","1","1"
2020-12-03 18:00:00,"A.S. A CORUÑA E CEE","HOSPITAL QUIRONSALUD A CORUÑA","PRIVADO","1","0"
2020-12-03 18:00:00,"A.S. A CORUÑA E CEE","HOSPITAL SAN RAFAEL","PRIVADO","0","0"
2020-12-03 18:00:00,"A.S. A CORUÑA E CEE","H.PUBLICO VIRXE DA XUNQUEIRA","PÚBLICO","4","0"
2020-12-03 18:00:00,"A.S. FERROL","C.H.U. DE FERROL","PÚBLICO","32","7"
2020-12-03 18:00:00,"A.S. FERROL","HOSPITAL JUAN CARDONA","PRIVADO","0","0"
2020-12-03 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","C.H.U. DE LUGO","PÚBLICO","20","2"
2020-12-03 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","HOSPITAL POLUSA","PRIVADO","0","0"
2020-12-03 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","H.PUBLICO DA MARIÑA","PÚBLICO","3","0"
2020-12-03 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","H.PUBLICO DE MONFORTE","PÚBLICO","3","0"
2020-12-03 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","SANATORIO NOSA SEÑORA DOS OLLOS GRANDES","PRIVADO","0","0"
2020-12-03 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","CENTRO MÉDICO DEL CARMEN, S.A","PRIVADO","0","0"
2020-12-03 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","C.H.U. DE OURENSE","PÚBLICO","32","6"
2020-12-03 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","CLINICA SANTA TERESA","PRIVADO","0","0"
2020-12-03 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","H.PUBLICO DE VALDEORRAS","PÚBLICO","5","0"
2020-12-03 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","H.PUBLICO DE VERIN","PÚBLICO","2","0"
2020-12-03 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","C.H.U. DE PONTEVEDRA","PÚBLICO","34","9"
2020-12-03 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","HOSPITAL QUIRONSALUD MIGUEL DOMINGUEZ","PRIVADO","5","0"
2020-12-03 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","H.PUBLICO DO SALNES","PÚBLICO","2","0"
2020-12-03 18:00:00,"A.S. SANTIAGO E BARBANZA","C.H.U. DE SANTIAGO","PÚBLICO","40","4"
2020-12-03 18:00:00,"A.S. SANTIAGO E BARBANZA","HOSPITAL HM ROSALEDA - HM LA ESPERANZA","PRIVADO","0","0"
2020-12-03 18:00:00,"A.S. SANTIAGO E BARBANZA","H.PUBLICO DA BARBANZA","PÚBLICO","0","0"
2020-12-03 18:00:00,"A.S. VIGO","CENTRO MEDICO PINTADO","PRIVADO","0","0"
2020-12-03 18:00:00,"A.S. VIGO","C.H.U. DE VIGO","PÚBLICO","48","10"
2020-12-03 18:00:00,"A.S. VIGO","CONCHEIRO CENTRO MEDICO QUIRURGICO","PRIVADO","0","0"
2020-12-03 18:00:00,"A.S. VIGO","CONCHEIRO CENTRO MEDICO QUIRURGICO - AVDA. MADRID","PRIVADO","0","0"
2020-12-03 18:00:00,"A.S. VIGO","CONCHEIRO CENTRO MEDICO QUIRURGICO - RUA MANUEL OLIVIE","PRIVADO","0","0"
2020-12-03 18:00:00,"A.S. VIGO","FREMAP, HOSPITAL DE VIGO","PRIVADO","0","0"
2020-12-03 18:00:00,"A.S. VIGO","HOSPITAL HM VIGO","PRIVADO","0","0"
2020-12-03 18:00:00,"A.S. VIGO","HOSPITAL POVISA","PRIVADO","14","1"
2020-12-03 18:00:00,"A.S. VIGO","VITHAS HOSPITAL NOSA SEÑORA DE FATIMA","PRIVADO","1","2"
2020-12-03 18:00:00,"GALICIA","-","-","347","62"
2020-12-04 18:00:00,"A.S. A CORUÑA E CEE","CENTRO ONCOLOXICO DE GALICIA","PRIVADO","0","0"
2020-12-04 18:00:00,"A.S. A CORUÑA E CEE","C.H.U. A CORUÑA","PÚBLICO","96","21"
2020-12-04 18:00:00,"A.S. A CORUÑA E CEE","HM MODELO-BELEN","PRIVADO","1","1"
2020-12-04 18:00:00,"A.S. A CORUÑA E CEE","HOSPITAL QUIRONSALUD A CORUÑA","PRIVADO","1","0"
2020-12-04 18:00:00,"A.S. A CORUÑA E CEE","HOSPITAL SAN RAFAEL","PRIVADO","0","0"
2020-12-04 18:00:00,"A.S. A CORUÑA E CEE","H.PUBLICO VIRXE DA XUNQUEIRA","PÚBLICO","5","0"
2020-12-04 18:00:00,"A.S. FERROL","C.H.U. DE FERROL","PÚBLICO","29","6"
2020-12-04 18:00:00,"A.S. FERROL","HOSPITAL JUAN CARDONA","PRIVADO","0","0"
2020-12-04 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","C.H.U. DE LUGO","PÚBLICO","22","1"
2020-12-04 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","HOSPITAL POLUSA","PRIVADO","0","0"
2020-12-04 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","H.PUBLICO DA MARIÑA","PÚBLICO","1","0"
2020-12-04 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","H.PUBLICO DE MONFORTE","PÚBLICO","3","0"
2020-12-04 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","SANATORIO NOSA SEÑORA DOS OLLOS GRANDES","PRIVADO","0","0"
2020-12-04 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","CENTRO MÉDICO DEL CARMEN, S.A","PRIVADO","0","0"
2020-12-04 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","C.H.U. DE OURENSE","PÚBLICO","29","5"
2020-12-04 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","CLINICA SANTA TERESA","PRIVADO","0","0"
